ID,location,total review,review
6057,Pasupatinath Temple, 20 reviews,It is one of the greatest holly temple of Hindu people. It feels so great to be here specially at evening time during ' arti '.
6058,Pasupatinath Temple,5 reviews,Ambiance of pashupatinath provides a sense of peace and tranquility 😌
6059,Pasupatinath Temple, 30 reviews,Awesome place and climate low price restaurant and good indin and nepali food
6060,Pasupatinath Temple, 74 reviews,Pashupatinath Temple’s existence dates back to 400 A.D. The exact date of construction of this temple is not clearly known.  Some believed that this temple was founded in 3rd century BC and a king named Pashupreksha of Somadeva Dynasty had …
6061,Pasupatinath Temple, 37 reviews,A lord shiva temple with great religious belief. One should also pray to lord pashupatinath beside visiting 12 jyotirlingas of lord shiva...center of belief of nepalese people...the temple area has  statues of other god and goddesses. Four headed lord shivalinga....
6062,Pasupatinath Temple, 6 reviews,Divine place with beautiful historical backgrounds👌🙂🙏🙏
6063,Pasupatinath Temple, 21 reviews,"Pashupatinath Temple is a Hindu temple dedicated to Pashupati, an incarnation of Shiva. Being an UNESCO world heritage site it is a must to visit place if you are in Kathmandu …"
6064,Pasupatinath Temple,1 review,one of the most famous temple in the world .
6065,Pasupatinath Temple,10 reviews,One of the best temple if world
6066,Pasupatinath Temple, 29 reviews,Pashupatinath temple
6067,Pasupatinath Temple, 38 reviews,Holi place of hindu
6068,Pasupatinath Temple,12 reviews,"It's a holy price for us Hindus for sure.
It provides so much peace and calm."
6069,Pasupatinath Temple,2 reviews,I want to visit this place very soon.I had culture connection with this temple.
6070,Pasupatinath Temple, 69 reviews,World's best place for Hindu.
6071,Pasupatinath Temple, 129 reviews,One of the most holy Hindu Temples of Nepal.
6072,Pasupatinath Temple,4 reviews,An ancient historical temple of lord Shiva ( father of everyone). This place is famous for worship lord Shiva mostly by hindu people. At the centre of the holy temple there is a shivalig and lord shiva Devotee nanadi facing towards lord shiva ( shivalig).
6073,Pasupatinath Temple, 16 reviews,❤️
6074,Pasupatinath Temple,13 reviews,GREATEST AND WORLD FAMOUS HOLY PLACE OF NEPAL. LORD SHIVA BLESS US ALL.
6075,Pasupatinath Temple, 193 reviews,Pashupati Nath is a very renowned temple all over the world. It is one of the biggest Lord Shiva's Temple. Pashupati Nath is enlisted in World Heritage Site. It the the center of culture for Hindu people. It covers all the Hindu Gods and …
6076,Pasupatinath Temple, 34 reviews,"Its pashupati...it is as grand as they come. It is peaceful and for some, it is enlightening.
But don't go during festivals,you are going to have the worst time ever."
6077,Pasupatinath Temple, 31 reviews,"Must visit place if you are at Kathmandu.
Don't miss the evening Arati."
6078,Pasupatinath Temple, 92 reviews,Rudhrabishekam performed.  Lot of nearby shops are taking pilgrims for a ride.
6079,Pasupatinath Temple,1 review,"Loved it.
Best temples in Kathmandu"
6080,Pasupatinath Temple, 8 reviews,Historical religious place to visit
6081,Pasupatinath Temple, 936 reviews,We'd visited the place in 2000. Best place to visit In Nepal
6082,Pasupatinath Temple, 12 reviews,This temple is dedicated to lord Shiva(Pashupati) and classified as a World Heritage Site in 1979.
6083,Pasupatinath Temple, 2 reviews,Very good place nd best survice s to customer's.
6084,Pasupatinath Temple,2 reviews,"Pashupati Nath Temple located at GAUSHALA ,Kathmandu Nepal where one can visit who have faith in Bhagwan Mahadev. This place is beautifull and perfect with all angle who likes to visit the place of hills area of religious importance. …"
6085,Pasupatinath Temple, 38 reviews,Place where lord Shiva resides with his loved ones!
6086,Pasupatinath Temple, 39 reviews,"Our hindu temple, can perform special Pooja"
6087,Pasupatinath Temple, 162 reviews,Great Hindu temple dedicated to Shiva.
6088,Pasupatinath Temple,1 review,It's awesome to watch pasupatinath tample and aarati in afternoon
6089,Pasupatinath Temple, 644 reviews,Har Har Mahadev. Its a beautifull temple
6090,Pasupatinath Temple, 55 reviews,photo by : Urai Róbert
6091,Pasupatinath Temple, 22 reviews,I visited
6092,Pasupatinath Temple,1 review,It's so beautiful and religious site
6093,Pasupatinath Temple, 32 reviews,Very good place for devotees 🥶😎😀
6094,Pasupatinath Temple, 11 reviews,Pashupatinath temple is very powerful god's temple.
6095,Pasupatinath Temple, 39 reviews,Nice spiritual place and spirituality learning center.
6096,Pasupatinath Temple, 8 reviews,Best & amazing Hindu Temple in Nepal.
6097,Pasupatinath Temple, 26 reviews,Temple of pasupatinath is very good . Hindu religious people are also go there and other religious people are go there and enjoy themselves .so many temple are there in side boundary .bajmati reaver is flow the near by temple . River is …
6098,Pasupatinath Temple,11 reviews,Amazing place to spend your evening.
6099,Pasupatinath Temple,4 reviews,Not need explanations... temple of hindu ...wow
6100,Pasupatinath Temple, 28 reviews,Not a place you should visit id you are sensitive to smoke.
6101,Pasupatinath Temple, 67 reviews,Best religious place in kathmandu. It give me a more pleasure and happiness while present in this place.
6102,Pasupatinath Temple, 21 reviews,My name is Shailesh Raj..i am from India .i am Budget traveller and also a YouTuber (itsshaileshraj) Right now in Nepal i have started international travel from Nepal i love hitching and i early my own tent i would like to travel like local …
6103,Pasupatinath Temple, 103 reviews,It's amazing place and attractive temple
6104,Pasupatinath Temple, 3 reviews,It is amazing historical and spiritual place
6105,Pasupatinath Temple, 77 reviews,A peaceful place except on weekends and on Mondays.
6106,Pasupatinath Temple,1 review,Very nice
6107,Pasupatinath Temple, 112 reviews,A very famous temple of Lord Shiva
6108,Pasupatinath Temple, 20 reviews,"Place to keep mind ☮️ peace.
Jai sambo"
6109,Pasupatinath Temple,13 reviews,Best place for worship and peoples are very good..
6110,Pasupatinath Temple,178 reviews,Very nice. Security perfect
6111,Pasupatinath Temple,4 reviews,I like shiva.lord shiva is very powerful among all god.
6112,Pasupatinath Temple, 60 reviews,This is the most important Hindu Temple site in Nepal and is also a UNESCO World Heritage site... Many fascinating things to see and well worth a visit... Many smaller shrines suffered considerable damage in the big Earthquakes
6113,Pasupatinath Temple, 17 reviews,Highly respectful Hindu religious place of world
6114,Pasupatinath Temple, 6 reviews,This place is birth place of mine and here I can spend my time.
6115,Pasupatinath Temple, 81 reviews,"AMAZING EXPERIENCE
YOU CAN LITERALLY FILL THE LIVE ENERGY IN THE AIR"
6116,Pasupatinath Temple, 56 reviews,A MUST VISITING PLACE IN KATHMANDU......BT BE AWARE OF STALL VENDORS IN TEMPLES AREA
6117,Pasupatinath Temple,6 reviews,"Visit during Mahashivratri, for one of the best experience of Pashupatinath"
6118,Pasupatinath Temple, 134 reviews,"No photography allowed inside ,beware of pickpocketers"
6119,Pasupatinath Temple, 52 reviews,Biggest Hindu Temple to visit. Definitely give it a try if you want peaceful environment.
6120,Pasupatinath Temple, 181 reviews,Always a bhakta for shiva ji. The energy here is at different level.
6121,Pasupatinath Temple, 34 reviews,Love the way it looks .....
6122,Pasupatinath Temple,17 reviews,5th century hindu temple and wonderful design of temple and this is lord Shiva temple.... Please go here.... You find peace here
6123,Pasupatinath Temple,3 reviews,Peaceful and devotee places in all over the world🙇🙇🙇🙇🙇
6124,Pasupatinath Temple, 12 reviews,It's neat and managed temple
6125,Pasupatinath Temple,12 reviews,There are many people around the temple.many temples are there.
6126,Pasupatinath Temple, 1 review,Always a great and peaceful place to visit.
6127,Pasupatinath Temple, 4 reviews,Night View of Pashupathi Temple
6128,Pasupatinath Temple, 29 reviews,spiritual and feeling positive vibes on visiting the temple
6129,Pasupatinath Temple,4 reviews,𝙅𝙞𝙩𝙖 𝙃𝙪 𝙎𝙖𝙖𝙣 𝙎𝙚 𝙈𝙖𝙝𝙖𝙆𝙖𝙡 𝙏𝙚𝙧𝙖 𝙉𝙖𝙢 𝙎e 🙏.
6130,Pasupatinath Temple, 456 reviews,One of the world heritage listed sites and pride of Nepal.
6131,Pasupatinath Temple, 35 reviews,The most heritage and worth visiting place
6132,Pasupatinath Temple, 9 reviews,Great Temple must visit temple In Nepal
6133,Pasupatinath Temple, 13 reviews,very clean and peaceful atmosphere. love it.
6134,Pasupatinath Temple, 43 reviews,Is very good place need to visit everyone one time
6135,Pasupatinath Temple, 415 reviews,"best place for hindu, peace place but its hard to open shoes for 200 mtr shoud do something unique to visitors."
6136,Pasupatinath Temple, 64 reviews,One of Holiest place for Hindus in Nepal and all over the world
6137,Pasupatinath Temple, 10 reviews,No words to discribe because it's world heritage jay shamboo
6138,Pasupatinath Temple, 87 reviews,Not a single Hindu should miss this heavenly place of Lord Shiva.
6139,Pasupatinath Temple, 93 reviews,"Has a dedicated compound now. Need to enter keeping our shoes out of the compound. Local market is good nearbg ot, bargaining would be better option while shopping nearby."
6140,Pasupatinath Temple, 33 reviews,Best Hindu temple of the world 🌎🌍🌎🌍🌎🌍🌎🌍
6141,Pasupatinath Temple, 10 reviews,Amazing place from religious point of view.
6142,Pasupatinath Temple, 395 reviews,"The Pashupatinath Temple (Nepali: पशुपतिनाथ मन्दिर) is a famous and sacred Hindu temple complex that is located on the banks of the Bagmati River, approximately 5 km north-east of Kathmandu in the eastern part of Kathmandu Valley, …"
6143,Pasupatinath Temple, 126 reviews,Best Hindus Temples in The World
6144,Pasupatinath Temple,1 review,One of the best place in kathmandu for refreshment. Loved this place !
6145,Pasupatinath Temple, 64 reviews,Same design like pashupati nath temple in Kathmandu Nepal
6146,Pasupatinath Temple, 12 reviews,Very peaceful during day time
6147,Pasupatinath Temple, 38 reviews,"Great Place
World Heritage Site"
6148,Pasupatinath Temple, 130 reviews,a must visit for all the Hindu devotees.
6149,Pasupatinath Temple, 20 reviews,One of the temple of hindu religion where millions  of hindu visit.
6150,Pasupatinath Temple, 153 reviews,One of the holy temple of Lord shiva out of the 12 holy temple
6151,Pasupatinath Temple,6 reviews,"The information is assured that it's open. It's currently closed till Mahashivratri as we found it with disgusting note, since arrived here on that wrong information on Google."
6152,Pasupatinath Temple, 66 reviews,Allway like to every nepalies people.jaya sambhu.
6153,Pasupatinath Temple, 65 reviews,One of my best place ❤️❤️om namah sivay
6154,Pasupatinath Temple, 69 reviews,Excellent divine feeling in side temple .
6155,Pasupatinath Temple, 14 reviews,One of the cool place in pashupati nath kathamandu visit all people's
6156,Pasupatinath Temple, 48 reviews,Nice.historical in jaya samvo
6157,Pasupatinath Temple, 409 reviews,Pashupatinath Temple is a very mythological temple.  Please do check it out.
6158,Pasupatinath Temple, 54 reviews,Truly majestic place having over 1500 years of history
